protein_group_no	protein_id	description	gene_name	mw	top3	protein_fdr	max_score	total_score	ssm	upm	fqssm	qssm	qupm	reference_label	signal_sum_126	signal_sum_127L	signal_sum_127H	signal_sum_128L	signal_sum_128H	signal_sum_129L	signal_sum_129H	signal_sum_130L	signal_sum_130H	signal_sum_131L	rel_fc_126	rel_fc_127L	rel_fc_127H	rel_fc_128L	rel_fc_128H	rel_fc_129L	rel_fc_129H	rel_fc_130L	rel_fc_130H	rel_fc_131L	delta_conf_126	delta_conf_127L	delta_conf_127H	delta_conf_128L	delta_conf_128H	delta_conf_129L	delta_conf_129H	delta_conf_130L	delta_conf_130H	delta_conf_131L
309	A0A0A0MRP0|Q8IWC1	MAP7 domain-containing protein 3 (Fragment) OS=Homo sapiens GN=MAP7D3 PE=1 SV=1|MAP7 domain-containing protein 3 OS=Homo sapiens GN=MAP7D3 PE=1 SV=2	MAP7D3	111388.0|121055.0	5.28366	0.00508906	20	20	1	1	1	0	0	126	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
310	P46821	Microtubule-associated protein 1B OS=Homo sapiens GN=MAP1B PE=1 SV=2	MAP1B	323863.0	6.263	0.0	99	1212	29	23	1	28	23	126	2.40865e+07	1.79084e+06	2.84469e+06	1.56967e+06	2.56853e+07	2.21175e+07	2.60842e+07	3.43391e+07	2.81002e+07	2.94153e+07	1.0	0.074615	0.119841	0.065314	1.0675	0.921615	1.08414	1.42539	1.16727	1.21991	0.0	0.0925722	0.150893	0.0702367	0.181313	0.202827	0.122018	0.117505	0.084044	0.0969521
311	Q9NW82	WD repeat-containing protein 70 OS=Homo sapiens GN=WDR70 PE=1 SV=1	WDR70	85071.5	5.06381	0.0	60	118	4	3	1	3	3	126	1.57381e+06	32590.5	278143.0	225320.0	2.21137e+06	1.91411e+06	2.01412e+06	2.26648e+06	1.98078e+06	1.53171e+06	1.0	0.0207079	0.176732	0.143168	1.4051	1.21623	1.27977	1.44012	1.25858	0.973246	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
312	Q9Y5K6	CD2-associated protein OS=Homo sapiens GN=CD2AP PE=1 SV=1	CD2AP	89282.0	5.02419	0.0	43	113	3	3	0	3	3	126	3.84312e+06	320278.0	630203.0	423407.0	4.72889e+06	4.27237e+06	4.35389e+06	6.36567e+06	5.25943e+06	4.89289e+06	1.0	0.0833382	0.163982	0.110173	1.23048	1.11169	1.13291	1.65638	1.36853	1.27316	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
313	E7EUL7|E9PHV5|P28290	Sperm-specific antigen 2 OS=Homo sapiens GN=SSFA2 PE=1 SV=1|Sperm-specific antigen 2 OS=Homo sapiens GN=SSFA2 PE=1 SV=1|Sperm-specific antigen 2 OS=Homo sapiens GN=SSFA2 PE=1 SV=3	SSFA2	91872.5|150949.0|153195.0	4.54468	0.0	41	41	1	1	0	1	1	126	84849.3	0.0	9278.04	22789.9	123626.0	85074.2	88283.7	93885.1	107778.0	55697.6	1.0	0.0	0.109347	0.268593	1.457	1.00265	1.04048	1.10649	1.27023	0.65643	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
314	I3L0K6|I3L2A2|I3L2N7|I3L364|Q92667	A-kinase anchor protein 1, mitochondrial (Fragment) OS=Homo sapiens GN=AKAP1 PE=1 SV=1|A-kinase anchor protein 1, mitochondrial (Fragment) OS=Homo sapiens GN=AKAP1 PE=1 SV=8|A-kinase anchor protein 1, mitochondrial (Fragment) OS=Homo sapiens GN=AKAP1 PE=1 SV=1|A-kinase anchor protein 1, mitochondrial (Fragment) OS=Homo sapiens GN=AKAP1 PE=1 SV=1|A-kinase anchor protein 1, mitochondrial OS=Homo sapiens GN=AKAP1 PE=1 SV=1	AKAP1	16911.2|22871.5|23263.7|12024.6|107593.0	5.1336	0.0	73	73	1	1	0	1	1	126	312963.0	0.0	10990.5	0.0	298987.0	308896.0	353279.0	453188.0	304897.0	378898.0	1.0	0.0	0.0351176	0.0	0.955344	0.987006	1.12882	1.44806	0.974227	1.21068	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
315	F1T0I1|J3KNL6|O15027	Protein transport protein Sec16A OS=Homo sapiens GN=SEC16A PE=1 SV=1|Protein transport protein Sec16A OS=Homo sapiens GN=SEC16A PE=1 SV=1|Protein transport protein Sec16A OS=Homo sapiens GN=SEC16A PE=1 SV=3	SEC16A	263765.0|266175.0|247581.0	5.32356	0.0	56	110	4	3	0	4	3	126	1.8552e+06	156954.0	242599.0	163859.0	2.32589e+06	2.09033e+06	2.10272e+06	2.95258e+06	2.28121e+06	1.97668e+06	1.0	0.0846023	0.130767	0.0883241	1.25372	1.12674	1.13342	1.59152	1.22963	1.06548	0.0	0.106423	0.0908127	0.0773773	0.746034	0.774838	0.158238	1.00912	0.765762	0.156731
316	P06748	Nucleophosmin OS=Homo sapiens GN=NPM1 PE=1 SV=2	NPM1	40346.4	6.64675	0.0	53	205	7	5	0	7	5	126	6.55396e+06	470182.0	878078.0	669444.0	1.68234e+07	1.61259e+07	1.8492e+07	1.10079e+07	9.79765e+06	8.6308e+06	1.0	0.0704278	0.133942	0.101634	2.57057	2.45509	2.8175	1.68033	1.49086	1.31209	0.0	0.247803	0.0479655	0.275614	0.8509	0.570306	0.811398	0.329216	0.259438	0.331573
317	O60814|P57053|P58876|P62807|Q5QNW6|Q93079|Q99877|Q99880|U3KQK0	Histone H2B type 1-K OS=Homo sapiens GN=HIST1H2BK PE=1 SV=3|Histone H2B type F-S OS=Homo sapiens GN=H2BFS PE=1 SV=2|Histone H2B type 1-D OS=Homo sapiens GN=HIST1H2BD PE=1 SV=2|Histone H2B type 1-C/E/F/G/I OS=Homo sapiens GN=HIST1H2BC PE=1 SV=4|Histone H2B type 2-F OS=Homo sapiens GN=HIST2H2BF PE=1 SV=3|Histone H2B type 1-H OS=Homo sapiens GN=HIST1H2BH PE=1 SV=3|Histone H2B type 1-N OS=Homo sapiens GN=HIST1H2BN PE=1 SV=3|Histone H2B type 1-L OS=Homo sapiens GN=HIST1H2BL PE=1 SV=3|Histone H2B OS=Homo sapiens GN=HIST1H2BN PE=1 SV=1	HIST1H2BK|H2BFS|HIST1H2BD|HIST1H2BC|HIST2H2BF|HIST1H2BH|HIST1H2BN|HIST1H2BL	18694.0|18518.8|18740.0|18710.0|18724.0|18696.0|18726.0|18756.0|25208.9	6.37068	0.0	53	243	10	2	8	2	2	126	2.76424e+06	22538.2	322004.0	30519.9	2.81949e+06	2.97083e+06	3.60839e+06	3.26031e+06	2.77653e+06	3.02456e+06	1.0	0.0081535	0.116489	0.011041	1.01999	1.07474	1.30538	1.17946	1.00445	1.09418	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
318	H0Y9X2|P48729|U3KPX3|U3KQ83|U3KQK7	Casein kinase I isoform alpha (Fragment) OS=Homo sapiens GN=CSNK1A1 PE=1 SV=1|Casein kinase I isoform alpha OS=Homo sapiens GN=CSNK1A1 PE=1 SV=2|Casein kinase I isoform alpha OS=Homo sapiens GN=CSNK1A1 PE=1 SV=1|Casein kinase I isoform alpha OS=Homo sapiens GN=CSNK1A1 PE=1 SV=1|Casein kinase I isoform alpha (Fragment) OS=Homo sapiens GN=CSNK1A1 PE=1 SV=1	CSNK1A1	23056.2|45993.9|19057.2|12930.7|24430.8	4.8988	0.0	86	86	1	1	0	1	1	126	61759.9	0.0	0.0	0.0	35504.1	58904.0	65414.4	46817.2	49983.5	42480.6	1.0	0.0	0.0	0.0	0.574873	0.953758	1.05917	0.758051	0.80932	0.687834	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
319	A0A087WZ99|Q7Z4V5	Hepatoma-derived growth factor-related protein 2 (Fragment) OS=Homo sapiens GN=HDGFRP2 PE=1 SV=1|Hepatoma-derived growth factor-related protein 2 OS=Homo sapiens GN=HDGFRP2 PE=1 SV=1	HDGFRP2	7540.47|92146.9	5.15738	0.0	34	94	3	3	1	2	2	126	528803.0	13015.2	85861.5	78381.2	560914.0	624016.0	598212.0	732006.0	688173.0	505533.0	1.0	0.0246126	0.16237	0.148224	1.06072	1.18005	1.13126	1.38427	1.30138	0.955995	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
320	Q9BU76	Multiple myeloma tumor-associated protein 2 OS=Homo sapiens GN=MMTAG2 PE=1 SV=1	MMTAG2	36956.3	5.3564	0.0	71	71	1	1	0	1	1	126	170416.0	44110.0	60402.8	55402.9	215962.0	213738.0	209466.0	209971.0	192572.0	170520.0	1.0	0.258837	0.354443	0.325104	1.26726	1.25421	1.22915	1.23211	1.13001	1.00061	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
321	E5RGX5|Q93045	Stathmin OS=Homo sapiens GN=STMN2 PE=1 SV=1|Stathmin-2 OS=Homo sapiens GN=STMN2 PE=1 SV=3	STMN2	24145.6|26085.7	NA	0.0	66	128	3	1	2	1	1	126	1.02136e+06	14086.0	62913.5	0.0	1.40355e+06	1.12254e+06	1.08729e+06	1.60836e+06	1.23172e+06	1.14301e+06	1.0	0.0137914	0.0615975	0.0	1.37419	1.09906	1.06455	1.57472	1.20596	1.11911	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
322	P04264	Keratin, type II cytoskeletal 1 OS=Homo sapiens GN=KRT1 PE=1 SV=6	KRT1	72644.7	6.28165	0.0	85	776	38	13	7	13	11	126	7.4816e+06	2.86261e+06	9.46852e+06	1.89684e+06	2.72203e+07	7.37586e+06	1.65914e+07	1.75873e+07	1.27683e+07	9.28254e+06	1.0	0.385671	1.26748	0.252071	3.64452	0.990961	2.21473	2.34016	1.68609	1.23547	0.0	0.452764	0.534378	0.326013	1.20768	0.934125	0.674481	0.871633	1.15105	0.234524
323	A0A0U1RR32|A0A0U1RRH7|C9J0D1|P04908|P0C0S5|P0C0S8|P16104|P20671|Q16777|Q6FI13|Q71UI9|Q7L7L0|Q8IUE6|Q93077|Q96KK5|Q96QV6|Q99878|Q9BTM1	Histone H2A OS=Homo sapiens GN=hCG_2039566 PE=3 SV=1|Histone H2A OS=Homo sapiens PE=3 SV=1|Histone H2A OS=Homo sapiens GN=H2AFV PE=1 SV=1|Histone H2A type 1-B/E OS=Homo sapiens GN=HIST1H2AB PE=1 SV=2|Histone H2A.Z OS=Homo sapiens GN=H2AFZ PE=1 SV=2|Histone H2A type 1 OS=Homo sapiens GN=HIST1H2AG PE=1 SV=2|Histone H2AX OS=Homo sapiens GN=H2AFX PE=1 SV=2|Histone H2A type 1-D OS=Homo sapiens GN=HIST1H2AD PE=1 SV=2|Histone H2A type 2-C OS=Homo sapiens GN=HIST2H2AC PE=1 SV=4|Histone H2A type 2-A OS=Homo sapiens GN=HIST2H2AA3 PE=1 SV=3|Histone H2A.V OS=Homo sapiens GN=H2AFV PE=1 SV=3|Histone H2A type 3 OS=Homo sapiens GN=HIST3H2A PE=1 SV=3|Histone H2A type 2-B OS=Homo sapiens GN=HIST2H2AB PE=1 SV=3|Histone H2A type 1-C OS=Homo sapiens GN=HIST1H2AC PE=1 SV=3|Histone H2A type 1-H OS=Homo sapiens GN=HIST1H2AH PE=1 SV=3|Histone H2A type 1-A OS=Homo sapiens GN=HIST1H2AA PE=1 SV=3|Histone H2A type 1-J OS=Homo sapiens GN=HIST1H2AJ PE=1 SV=3|Histone H2A.J OS=Homo sapiens GN=H2AFJ PE=1 SV=1	HCG_2039566|A0A0U1RRH7|H2AFV|HIST1H2AB|H2AFZ|HIST1H2AG|H2AFX|HIST1H2AD|HIST2H2AC|HIST2H2AA3|HIST3H2A|HIST2H2AB|HIST1H2AC|HIST1H2AH|HIST1H2AA|HIST1H2AJ|H2AFJ	21907.8|21978.8|15675.8|17335.2|16982.0|17520.4|18343.7|17536.4|17417.3|17524.3|16938.0|17321.2|17195.1|17305.2|17106.1|17204.0|17136.1|17448.4	6.12299	0.0	37	37	2	1	0	2	1	126	1.18837e+06	155221.0	220852.0	206495.0	2.18576e+06	1.66097e+06	2.06074e+06	1.9188e+06	1.64142e+06	1.4117e+06	1.0	0.130617	0.185845	0.173764	1.8393	1.39769	1.73409	1.61465	1.38124	1.18794	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
324	A0A087WWA3|F8W8V9|H7C0K6|O43896|O60333|Q12756|Q4R9M9	Kinesin-like protein KIF1B OS=Homo sapiens GN=KIF1B PE=1 SV=1|Kinesin-like protein KIF1A (Fragment) OS=Homo sapiens GN=KIF1A PE=1 SV=1|Kinesin-like protein KIF1A (Fragment) OS=Homo sapiens GN=KIF1A PE=1 SV=1|Kinesin-like protein KIF1C OS=Homo sapiens GN=KIF1C PE=1 SV=3|Kinesin-like protein KIF1B OS=Homo sapiens GN=KIF1B PE=1 SV=5|Kinesin-like protein KIF1A OS=Homo sapiens GN=KIF1A PE=1 SV=2|Kinesin family member 1Bbeta isoform II OS=Homo sapiens GN=KIF1Bbeta PE=1 SV=1	KIF1B|KIF1A|KIF1C|KIF1BBETA	225945.0|181915.0|29206.8|135016.0|229098.0|209965.0|227806.0	4.47009	0.0	34	34	1	1	0	1	1	126	67273.9	0.0	0.0	0.0	79232.6	56407.9	122777.0	92989.2	53670.4	66969.8	1.0	0.0	0.0	0.0	1.17776	0.83848	1.82503	1.38225	0.797789	0.995479	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
325	Q9Y490	Talin-1 OS=Homo sapiens GN=TLN1 PE=1 SV=3	TLN1	306953.0	5.44292	0.00265252	23	44	2	2	1	1	1	126	678935.0	32322.0	65898.8	55302.0	932770.0	770367.0	1.0356e+06	1.01652e+06	837923.0	887074.0	1.0	0.0476069	0.097062	0.081454	1.37387	1.13467	1.52533	1.49723	1.23417	1.30657	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
326	A0A0R4J2E8|A8MXP9|D6R991|D6REM6|P43243	Matrin-3 OS=Homo sapiens GN=MATR3 PE=1 SV=1|Matrin-3 OS=Homo sapiens GN=MATR3 PE=1 SV=1|Matrin-3 (Fragment) OS=Homo sapiens GN=MATR3 PE=1 SV=1|Matrin-3 OS=Homo sapiens GN=MATR3 PE=1 SV=1|Matrin-3 OS=Homo sapiens GN=MATR3 PE=1 SV=2	MATR3	109919.0|116405.0|51108.8|101596.0|109919.0	5.21333	0.0	34	82	3	3	0	3	3	126	1.75806e+06	413296.0	537041.0	451722.0	2.28461e+06	2.43942e+06	2.36321e+06	2.36812e+06	1.97466e+06	1.96381e+06	1.0	0.235086	0.305473	0.256943	1.2995	1.38756	1.34421	1.347	1.12321	1.11703	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
327	F8W7T0|Q9UGI8	Testin (Fragment) OS=Homo sapiens GN=TES PE=1 SV=1|Testin OS=Homo sapiens GN=TES PE=1 SV=1	TES	11256.3|58276.2	5.40475	0.0	70	70	1	1	0	1	1	126	672849.0	31822.6	36421.0	41209.6	487544.0	511478.0	496929.0	940473.0	639471.0	719199.0	1.0	0.0472953	0.0541295	0.0612464	0.724597	0.760168	0.738545	1.39775	0.950393	1.06889	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
328	A0A0D9SFB0|A0A0D9SFI6|A0A0D9SFZ9|A0A0D9SG53|A0A0D9SGB2|Q13642|Q5JXH7|Q5JXH8|Q5JXH9|Q5JXI0|Q5JXI2|Q5JXI3|Q5JXI8	Four and a half LIM domains protein 1 (Fragment) OS=Homo sapiens GN=FHL1 PE=1 SV=1|Four and a half LIM domains protein 1 (Fragment) OS=Homo sapiens GN=FHL1 PE=1 SV=1|Four and a half LIM domains protein 1 (Fragment) OS=Homo sapiens GN=FHL1 PE=1 SV=1|Four and a half LIM domains protein 1 (Fragment) OS=Homo sapiens GN=FHL1 PE=1 SV=1|Four and a half LIM domains protein 1 (Fragment) OS=Homo sapiens GN=FHL1 PE=1 SV=1|Four and a half LIM domains protein 1 OS=Homo sapiens GN=FHL1 PE=1 SV=4|Four and a half LIM domains protein 1 (Fragment) OS=Homo sapiens GN=FHL1 PE=1 SV=1|Four and a half LIM domains protein 1 (Fragment) OS=Homo sapiens GN=FHL1 PE=1 SV=1|Four and a half LIM domains protein 1 (Fragment) OS=Homo sapiens GN=FHL1 PE=1 SV=1|Four and a half LIM domains protein 1 (Fragment) OS=Homo sapiens GN=FHL1 PE=1 SV=1|Four and a half LIM domains protein 1 OS=Homo sapiens GN=FHL1 PE=1 SV=1|Four and a half LIM domains protein 1 (Fragment) OS=Homo sapiens GN=FHL1 PE=1 SV=1|Four and a half LIM domains protein 1 (Fragment) OS=Homo sapiens GN=FHL1 PE=1 SV=1	FHL1	22238.5|21625.3|25612.4|19359.1|20431.7|45176.0|29497.3|29382.2|22607.6|20722.8|30330.9|29788.4|36932.0	5.69018	0.0	72	72	1	1	0	1	1	126	1.57616e+06	69101.4	85194.3	71449.3	1.35719e+06	1.23809e+06	1.26708e+06	2.24843e+06	1.9298e+06	1.82064e+06	1.0	0.0438415	0.0540517	0.0453312	0.86107	0.785508	0.803905	1.42652	1.22436	1.15511	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
329	P06899|P23527|P33778|Q16778|Q8N257	Histone H2B type 1-J OS=Homo sapiens GN=HIST1H2BJ PE=1 SV=3|Histone H2B type 1-O OS=Homo sapiens GN=HIST1H2BO PE=1 SV=3|Histone H2B type 1-B OS=Homo sapiens GN=HIST1H2BB PE=1 SV=2|Histone H2B type 2-E OS=Homo sapiens GN=HIST2H2BE PE=1 SV=3|Histone H2B type 3-B OS=Homo sapiens GN=HIST3H2BB PE=1 SV=3	HIST1H2BJ|HIST1H2BO|HIST1H2BB|HIST2H2BE|HIST3H2BB	18708.0|18710.0|18754.0|18724.0|18712.0	5.89095	0.0	53	254	10	2	8	2	2	126	4.83492e+06	320053.0	583046.0	373637.0	5.25596e+06	5.47846e+06	7.11133e+06	5.91769e+06	5.15948e+06	5.42713e+06	1.0	0.0661962	0.120591	0.0772789	1.08708	1.1331	1.47083	1.22395	1.06713	1.12249	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
330	F8VPD4|P27708	CAD protein OS=Homo sapiens GN=CAD PE=1 SV=1|CAD protein OS=Homo sapiens GN=CAD PE=1 SV=3	CAD	255352.0|262537.0	5.03719	0.0	41	41	1	1	1	0	0	126	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
331	Q8TEQ6	Gem-associated protein 5 OS=Homo sapiens GN=GEMIN5 PE=1 SV=3	GEMIN5	190024.0	5.53799	0.0	77	235	4	4	0	4	4	126	3.17196e+06	235024.0	402677.0	287301.0	3.94839e+06	3.48888e+06	3.58111e+06	5.46506e+06	4.60826e+06	3.91582e+06	1.0	0.0740941	0.126949	0.0905751	1.24478	1.09991	1.12899	1.72293	1.45281	1.23451	0.0	0.0537125	0.119766	0.069768	0.0582162	0.225841	0.093388	0.230448	0.173661	0.249796
332	Q13283	Ras GTPase-activating protein-binding protein 1 OS=Homo sapiens GN=G3BP1 PE=1 SV=1	G3BP1	56715.3	6.22456	0.0	56	56	2	1	0	2	1	126	345892.0	27600.6	66001.7	40740.7	481056.0	460903.0	429232.0	489486.0	444318.0	349342.0	1.0	0.0797954	0.190816	0.117784	1.39077	1.3325	1.24094	1.41514	1.28455	1.00997	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
333	P50402|Q5HY57	Emerin OS=Homo sapiens GN=EMD PE=1 SV=1|Emerin OS=Homo sapiens GN=EMD PE=1 SV=1	EMD	30580.1|26068.7	5.29166	0.0	54	92	2	2	0	2	2	126	953904.0	96454.0	120742.0	140064.0	1.15676e+06	1.19795e+06	1.25311e+06	1.26817e+06	1.3068e+06	1.14605e+06	1.0	0.101115	0.126577	0.146833	1.21266	1.25584	1.31367	1.32946	1.36995	1.20144	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
334	P21333|Q5HY54	Filamin-A OS=Homo sapiens GN=FLNA PE=1 SV=4|Filamin-A OS=Homo sapiens GN=FLNA PE=1 SV=1	FLNA	317459.0|313273.0	7.08993	0.0	143	3691	134	69	18	116	66	126	1.01066e+08	4.55931e+06	8.16265e+06	5.47813e+06	4.52885e+07	4.43536e+07	4.98087e+07	1.80491e+08	1.47178e+08	1.14202e+08	1.0	0.0452367	0.0807376	0.0543977	0.446574	0.440622	0.493147	1.77933	1.44837	1.12973	0.0	0.0234574	0.0429577	0.0302336	0.242711	0.230854	0.248336	1.07757	0.838791	0.0618521
335	Q8WX93	Palladin OS=Homo sapiens GN=PALLD PE=1 SV=3	PALLD	166512.0	5.86815	0.0	68	234	4	4	0	4	4	126	2.74716e+06	190348.0	294070.0	292822.0	2.97414e+06	3.00267e+06	3.21986e+06	3.85307e+06	3.30164e+06	3.09087e+06	1.0	0.0718901	0.107045	0.106591	1.08262	1.09301	1.17207	1.40257	1.20184	1.12511	0.0	0.0986679	0.124325	0.14016	0.265827	0.393227	0.319721	0.227324	0.295541	0.190257
336	O43290	U4/U6.U5 tri-snRNP-associated protein 1 OS=Homo sapiens GN=SART1 PE=1 SV=1	SART1	107846.0	5.71938	0.0	39	39	1	1	0	1	1	126	303414.0	26821.6	55869.4	46017.8	376094.0	377095.0	410001.0	457487.0	377673.0	363311.0	1.0	0.0883993	0.184136	0.151667	1.23954	1.24284	1.35129	1.5078	1.24475	1.19741	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
337	Q9UEY8	Gamma-adducin OS=Homo sapiens GN=ADD3 PE=1 SV=1	ADD3	91021.6	5.4572	0.0	27	27	1	1	0	1	1	126	2.56191e+06	546281.0	833356.0	942709.0	2.29429e+06	2.3549e+06	2.88011e+06	3.40323e+06	3.33755e+06	3.22995e+06	1.0	0.213232	0.325287	0.367971	0.895538	0.919197	1.1242	1.3284	1.30276	1.26076	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
338	Q8IUR0	Trafficking protein particle complex subunit 5 OS=Homo sapiens GN=TRAPPC5 PE=1 SV=1	TRAPPC5	23520.1	5.74826	0.0	60	137	3	3	1	2	2	126	2.12495e+06	53469.8	230508.0	36431.3	2.18146e+06	1.90249e+06	1.9972e+06	3.55568e+06	2.86073e+06	2.53302e+06	1.0	0.0251628	0.108477	0.0171445	1.02659	0.895309	0.939881	1.6733	1.34625	1.19204	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
339	P11498	Pyruvate carboxylase, mitochondrial OS=Homo sapiens GN=PC PE=1 SV=2	PC	142614.0	7.37719	0.0	135	2541	130	43	13	117	39	126	5.7781e+07	4.38921e+07	5.73754e+07	5.63473e+07	5.5943e+07	5.49222e+07	6.78136e+07	6.50945e+07	5.7135e+07	6.76737e+07	1.0	0.759167	0.989974	0.975614	0.966149	0.951961	1.17478	1.12457	0.989498	1.17107	0.0	0.274958	0.367456	0.300465	0.209136	0.157771	0.218504	0.227931	0.217424	0.210535
340	Q13263	Transcription intermediary factor 1-beta OS=Homo sapiens GN=TRIM28 PE=1 SV=5	TRIM28	98347.4	5.59808	0.0	123	241	5	4	0	5	4	126	4.20859e+06	405695.0	675201.0	418026.0	6.97921e+06	5.96365e+06	5.73083e+06	7.18146e+06	5.9216e+06	5.29163e+06	1.0	0.096397	0.160434	0.0993268	1.66141	1.42226	1.36662	1.70638	1.40703	1.25946	0.0	0.0801159	0.0954842	0.0807622	0.575045	0.65984	0.742872	0.152493	0.230274	0.0916127
341	Q9H0C8	Integrin-linked kinase-associated serine/threonine phosphatase 2C OS=Homo sapiens GN=ILKAP PE=1 SV=1	ILKAP	49754.7	5.13243	0.0	39	76	3	2	0	3	2	126	1.22919e+06	229258.0	260224.0	223998.0	1.25712e+06	1.26397e+06	1.34341e+06	1.93521e+06	1.5209e+06	1.56388e+06	1.0	0.186511	0.211703	0.182232	1.02272	1.02829	1.09292	1.57437	1.23731	1.27229	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
342	P11717	Cation-independent mannose-6-phosphate receptor OS=Homo sapiens GN=IGF2R PE=1 SV=3	IGF2R	307198.0	4.78657	0.0	49	49	1	1	0	1	1	126	178009.0	13336.3	32789.6	23986.5	286679.0	378079.0	328116.0	268539.0	317775.0	201013.0	1.0	0.0749193	0.184202	0.134749	1.61047	2.12393	1.84325	1.50857	1.78516	1.12923	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
343	P50747	Biotin--protein ligase OS=Homo sapiens GN=HLCS PE=1 SV=1	HLCS	88729.9	4.79694	0.0	24	24	1	1	0	1	1	126	686944.0	471406.0	604039.0	428035.0	590109.0	795524.0	689995.0	757411.0	724616.0	715103.0	1.0	0.686236	0.879314	0.623101	0.859036	1.15806	1.00444	1.10258	1.05484	1.04099	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
344	Q96BY7	Autophagy-related protein 2 homolog B OS=Homo sapiens GN=ATG2B PE=1 SV=5	ATG2B	256678.0	4.74862	0.0	54	95	3	2	0	3	2	126	322966.0	33003.4	90295.8	78625.4	739496.0	665384.0	700137.0	481310.0	464107.0	430874.0	1.0	0.102188	0.279583	0.243448	2.2897	2.06023	2.16783	1.49028	1.43701	1.33411	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
345	Q9BY89	Uncharacterized protein KIAA1671 OS=Homo sapiens GN=KIAA1671 PE=1 SV=2	KIAA1671	223631.0	5.52344	0.0	57	57	1	1	0	1	1	126	655628.0	45491.2	77554.5	31061.7	758421.0	670871.0	800774.0	925929.0	772704.0	660903.0	1.0	0.0693857	0.11829	0.0473771	1.15679	1.02325	1.22139	1.41228	1.17857	1.00805	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
346	G3V180|G3V1D3|Q9NY33	Dipeptidyl peptidase 3 OS=Homo sapiens GN=DPP3 PE=1 SV=1|Dipeptidyl peptidase 3 OS=Homo sapiens GN=DPP3 PE=1 SV=1|Dipeptidyl peptidase 3 OS=Homo sapiens GN=DPP3 PE=1 SV=2	DPP3	92115.1|92044.1|90329.3	5.4185	0.0	28	28	1	1	0	1	1	126	1.08652e+06	145988.0	318958.0	192782.0	1.98611e+06	1.711e+06	1.68068e+06	1.61122e+06	1.49501e+06	1.39791e+06	1.0	0.134363	0.293559	0.177431	1.82796	1.57475	1.54684	1.48291	1.37597	1.28659	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
347	A0A0A0MSI0|PRDX1_HUMAN|Q06830	Peroxiredoxin-1 (Fragment) OS=Homo sapiens GN=PRDX1 PE=1 SV=1||Peroxiredoxin-1 OS=Homo sapiens GN=PRDX1 PE=1 SV=1	PRDX1|PRDX1_HUMAN	22171.9|26679.5|26679.5	6.28864	0.0	69	400	15	8	2	13	8	126	1.61297e+07	6.20362e+06	7.37702e+06	6.94501e+06	1.05652e+07	1.00196e+07	1.76411e+07	1.59969e+07	1.43555e+07	1.90853e+07	1.0	0.385163	0.45689	0.432286	0.655203	0.618438	1.09241	0.989398	0.886706	1.18349	0.0	0.0880573	0.0779417	0.0927442	0.106431	0.179159	0.171897	0.274107	0.238021	0.133635
